Number of clicks on similar products,Number of similar products purchased so far,Average rating given to similar products,Gender,Median purchasing price (in rupees),Rating of the product,Brand of the product,Customer review sentiment score (overall),Price of the product,Holiday,Season,Geographical locations,Probability for the product to be recommended to the person
15,8,4.8,male,5000,4.7,Khadi Essentials,0.9,600,No,winter,plains,0.9
5,0,4.5,male,100,4.2,Dettol,0.5,200,No,monsoon,coastal,0.6
40,15,4.6,female,8000,4.9,Lakme Ayurveda,0.8,900,Yes,winter,mountains,0.95
20,3,3.2,male,1500,3.4,Manyavar Mohey,-0.1,170,No,spring,plains,0.4
8,1,2.5,male,2000,2.3,Lee,-0.5,400,No,summer,plains,0.1
12,6,4.0,female,700,4.0,Wildcraft,0.3,750,No,monsoon,mountains,0.7
35,18,4.9,male,6000,4.8,Pepe Jeans London,0.7,700,No,winter,plains,0.85
45,12,4.7,female,3000,4.6,PUMA,0.6,300,Yes,summer,mountains,0.9
25,5,3.8,female,400,3.7,Allen Solly Woman,-0.3,500,Yes,monsoon,plains,0.3
3,0,4.3,female,900,4.4,Head Hunters,0.2,1000,No,winter,mountains,0.5
18,10,4.6,male,3500,4.7,Levis Strauss & Co.,0.4,800,No,summer,coastal,0.8
7,2,3.7,male,4500,3.5,Himalaya Liv.52,-0.4,300,No,spring,plains,0.2
22,7,4.5,female,5500,4.3,Urban Ladder,0.1,1000,No,winter,mountains,0.75
50,20,4.5,male,9500,4.7,Wakefit,0.9,900,No,winter,mountains,1
13,4,3.4,male,750,3.3,Wild Stone,0,600,No,summer,coastal,0.4
6,0,3.0,female,300,2.8,Whisper,-0.6,200,No,monsoon,plains,0.05
28,9,4.1,female,2500,4.0,Fastrack,0.5,800,No,winter,mountains,0.6
16,3,4.8,male,4000,4.9,Max,0.8,500,No,spring,plains,0.8
9,2,3.3,male,550,3.1,Libram,-0.1,300,Yes,winter,mountains,0.1
33,14,4.4,female,8500,4.6,Patanjali Ayurved (Health Care),0.6,700,No,summer,plains,0.85
11,1,4.0,female,600,3.9,Dettol,0.1,800,No,monsoon,mountains,0.55
2,0,2.5,male,150,2.4,Streax,-0.7,100,No,spring,coastal,0.02
18,6,3.8,male,4500,3.6,Patanjali Ayurved (Health Care),0.2,1000,No,summer,plains,0.7
5,1,4.2,female,3000,4.3,Moov,0.4,700,No,winter,mountains,0.6
23,7,4.6,male,7000,4.7,Levis Strauss & Co.,0.8,800,No,summer,plains,0.9
7,0,3.5,male,150,3.4,Streax,-0.3,100,No,monsoon,coastal,0.1
12,3,3.9,female,800,3.7,Lakme Ayurveda,0.1,600,No,spring,plains,0.4
30,12,4.5,male,9500,4.8,Kama Ayurveda,0.9,1000,No,winter,mountains,0.95
40,18,4.7,female,5500,4.6,Max,0.7,700,No,summer,plains,0.85
8,2,3.0,male,250,2.8,Pepe Jeans London,-0.5,400,No,summer,coastal,0.15
15,5,3.6,female,4000,3.5,Manyavar Mohey,0.2,500,Yes,winter,mountains,0.3
25,10,4.3,male,8500,4.5,Dettol,0.5,600,No,monsoon,plains,0.8
35,15,4.9,male,6000,4.8,Khadi Essentials,0.8,700,Yes,summer,mountains,0.9
9,2,2.5,female,1500,2.3,Libram,-0.8,300,No,spring,plains,0.05
20,4,4.0,female,650,3.9,Wakefit,0.1,800,No,summer,mountains,0.5
13,3,4.6,male,5000,4.7,Forest Essentials,0.6,750,No,winter,plains,0.8
6,1,3.3,female,200,3.2,Johnson & Johnson,-0.1,200,No,spring,coastal,0.2
32,11,4.8,male,7500,4.9,Lee,0.9,900,No,winter,mountains,0.95
10,0,3.7,female,250,3.5,Lijoba,-0.4,100,No,monsoon,plains,0.05
28,8,4.1,male,3000,4.0,Pepperfry,0.3,800,No,winter,plains,0.6
4,0,2.8,male,100,2.6,Whisper,-0.7,100,No,summer,coastal,0.05
17,4,4.2,female,4500,4.4,Dettol,0.7,500,No,spring,mountains,0.7
21,9,4.5,female,8500,4.6,AmazonBasics,0.6,600,No,winter,plains,0.85
37,14,4.9,male,7000,4.8,Pepe Jeans London,0.9,700,Yes,summer,mountains,0.9
14,5,3.9,female,500,3.8,Flying Machine,0,700,No,monsoon,coastal,0.3
19,7,4.3,male,5500,4.4,Patanjali Ayurved (Health Care),0.7,700,No,summer,mountains,0.8
6,1,3.5,female,2000,3.4,Johnson & Johnson,-0.2,200,No,spring,plains,0.2
31,13,4.7,male,8000,4.6,Flying Machine,0.8,800,No,winter,plains,0.9
8,3,3.2,male,300,3.1,Streax,-0.4,100,No,summer,coastal,0.1
14,4,4.0,female,700,4.1,Manyavar Mohey,0.2,600,No,monsoon,plains,0.5
24,11,4.6,male,9000,4.7,Kama Ayurveda,0.9,1000,No,winter,mountains,0.95
41,17,4.8,female,5000,4.9,Lee,0.9,700,No,summer,plains,0.95
9,2,2.8,male,200,2.6,Head Hunters,-0.6,100,No,spring,coastal,0.05
16,6,3.8,female,4500,3.9,Moov,0.3,500,No,winter,mountains,0.7
26,9,4.4,male,7500,4.5,Max,0.6,600,No,summer,plains,0.8
36,14,4.9,male,6500,4.8,Patanjali Ayurved (Health Care),0.9,700,Yes,winter,mountains,0.95
11,1,3.0,female,300,2.9,Streax,-0.5,200,No,spring,coastal,0.05
19,5,4.1,female,6000,4.2,Flying Machine,0.4,700,No,monsoon,plains,0.6
33,12,4.7,male,8500,4.6,Khadi Essentials,0.8,800,No,summer,mountains,0.9
7,1,3.3,female,250,3.1,Johnson & Johnson,-0.3,100,No,summer,coastal,0.1
22,8,4.5,male,7000,4.4,Levis Strauss & Co.,0.7,800,No,winter,plains,0.85
12,0,3.2,female,400,3.0,Stayfree,-0.2,200,No,monsoon,coastal,0.05
29,10,4.5,female,8000,4.7,Kama Ayurveda,0.8,900,No,winter,mountains,0.9
39,16,4.9,male,5500,4.8,Lee,0.9,700,Yes,summer,plains,0.95
10,3,3.5,male,350,3.4,Wildcraft,-0.1,300,No,spring,plains,0.3
20,6,4.0,female,5000,4.1,Flying Machine,0.5,600,No,monsoon,plains,0.7
34,13,4.8,male,8000,4.9,Khadi Essentials,0.9,800,No,summer,mountains,0.95
8,1,3.1,female,300,3.0,Johnson & Johnson,-0.4,200,No,spring,coastal,0.05
17,7,4.4,male,7000,4.6,Pepe Jeans London,0.7,800,No,winter,plains,0.85
13,0,3.0,female,450,2.8,Stayfree,-0.3,200,No,monsoon,coastal,0.05
23,8,4.6,male,7000,4.5,Kama Ayurveda,0.7,800,No,summer,mountains,0.85
9,2,3.2,female,350,3.1,Stayfree,-0.2,200,No,spring,coastal,0.05
32,14,4.8,male,8500,4.9,Khadi Essentials,0.9,800,No,summer,mountains,0.95
10,1,3.5,male,400,3.4,Wildcraft,-0.1,300,No,spring,plains,0.3
21,7,4.2,female,5000,4.3,Lakme Ayurveda,0.4,600,No,monsoon,plains,0.6
35,12,4.6,male,9000,4.7,Levis Strauss & Co.,0.8,900,No,winter,plains,0.9
42,18,4.9,female,5500,4.8,PUMA,0.9,700,Yes,summer,plains,0.95
11,2,3.1,male,400,3.0,Stayfree,-0.3,200,No,spring,coastal,0.05
18,6,4.0,female,5500,4.1,Lakme Ayurveda,0.5,600,No,monsoon,plains,0.7
24,9,4.5,male,7500,4.4,Max,0.6,700,No,summer,plains,0.8
37,15,4.9,male,6500,4.8,Lee,0.9,800,No,winter,plains,0.95
12,1,3.0,female,350,2.9,Stayfree,-0.4,200,No,spring,coastal,0.05
22,8,4.3,female,6000,4.4,Lakme Ayurveda,0.7,600,No,monsoon,plains,0.8
36,13,4.7,male,8500,4.6,Khadi Essentials,0.8,800,No,summer,mountains,0.9
8,2,3.0,male,300,2.8,Head Hunters,-0.5,100,No,spring,coastal,0.05
15,5,3.8,female,5000,3.9,Lakme Ayurveda,0.3,500,No,winter,plains,0.7
29,11,4.5,male,8000,4.6,Levis Strauss & Co.,0.8,900,No,summer,plains,0.9
41,17,4.9,female,5500,4.8,PUMA,0.9,700,Yes,summer,plains,0.95
10,2,3.3,male,400,3.2,Wildcraft,-0.2,300,No,spring,plains,0.3
19,7,4.1,female,5500,4.2,Lakme Ayurveda,0.5,600,No,monsoon,plains,0.6
33,14,4.7,male,8500,4.6,Khadi Essentials,0.8,800,No,summer,mountains,0.9
7,1,3.2,female,300,3.1,Johnson & Johnson,-0.4,200,No,summer,coastal,0.05
16,6,3.9,female,4500,4.0,Lakme Ayurveda,0.2,500,No,winter,plains,0.7
30,12,4.6,male,9000,4.7,Levis Strauss & Co.,0.8,900,No,summer,plains,0.9
43,19,5.0,female,6000,4.9,Lee,0.9,800,Yes,summer,plains,0.95
11,3,3.4,male,450,3.3,Wildcraft,-0.1,400,No,spring,plains,0.4
20,8,4.2,female,5500,4.3,Lakme Ayurveda,0.6,600,No,monsoon,plains,0.8
34,15,4.8,male,8500,4.7,Khadi Essentials,0.8,800,No,summer,mountains,0.9
9,1,3.0,female,300,2.9,Stayfree,-0.3,200,No,spring,coastal,0.05
17,7,4.0,female,5000,4.1,Lakme Ayurveda,0.4,500,No,winter,plains,0.7
31,13,4.7,male,8000,4.8,Levis Strauss & Co.,0.8,900,No,summer,plains,0.9
44,20,5.0,female,5500,4.9,PUMA,0.9,700,Yes,summer,plains,0.95
12,2,3.1,male,450,3.0,Wildcraft,-0.2,300,No,spring,plains,0.3
21,8,4.3,female,5500,4.4,Lakme Ayurveda,0.7,600,No,monsoon,plains,0.8
35,14,4.7,male,8500,4.6,Khadi Essentials,0.8,800,No,summer,mountains,0.9
10,3,3.2,female,400,3.1,Stayfree,-0.1,200,No,spring,coastal,0.05
18,7,3.9,female,5000,4.0,Lakme Ayurveda,0.3,500,No,winter,plains,0.7
32,12,4.6,male,8000,4.7,Levis Strauss & Co.,0.8,900,No,summer,plains,0.9
45,21,5.0,female,6000,4.9,Lee,0.9,800,Yes,summer,plains,0.95
11,4,3.3,male,500,3.2,Wildcraft,0,400,No,spring,plains,0.4
22,9,4.4,female,5500,4.5,Lakme Ayurveda,0.6,600,No,monsoon,plains,0.8
36,15,4.8,male,8500,4.7,Khadi Essentials,0.8,800,No,summer,mountains,0.9
13,1,3.1,female,450,3.0,Stayfree,-0.2,300,No,spring,coastal,0.05
19,8,4.2,female,5500,4.3,Lakme Ayurveda,0.5,600,No,monsoon,plains,0.7
33,15,4.7,male,8500,4.6,Khadi Essentials,0.8,800,No,summer,mountains,0.9
14,0,3.0,female,500,2.8,Stayfree,-0.3,200,No,monsoon,coastal,0.05
23,9,4.5,male,7000,4.6,Kama Ayurveda,0.7,800,No,summer,mountains,0.9
11,5,3.4,male,550,3.3,Wildcraft,-0.1,400,No,spring,plains,0.4
34,16,4.8,male,8500,4.7,Khadi Essentials,0.8,800,No,summer,mountains,0.9
12,3,3.2,female,400,3.1,Stayfree,-0.2,300,No,spring,coastal,0.05
20,9,4.3,female,5500,4.4,Lakme Ayurveda,0.6,600,No,monsoon,plains,0.8
37,16,4.9,male,6500,4.8,Lee,0.9,800,No,winter,plains,0.95
13,2,3.1,female,450,3.0,Stayfree,-0.2,300,No,spring,coastal,0.05
24,10,4.4,female,6000,4.5,Lakme Ayurveda,0.6,600,No,monsoon,plains,0.8
38,17,4.9,male,5500,4.8,PUMA,0.9,700,Yes,summer,plains,0.95
14,1,3.0,female,500,2.9,Stayfree,-0.3,200,No,monsoon,coastal,0.05
25,11,4.5,female,8000,4.6,Levis Strauss & Co.,0.8,900,No,summer,plains,0.9
39,18,4.9,male,5500,4.8,Lee,0.9,800,No,winter,plains,0.95
15,0,3.0,female,500,2.8,Stayfree,-0.4,200,No,monsoon,coastal,0.05
26,12,4.6,female,8500,4.7,Khadi Essentials,0.8,800,No,summer,mountains,0.9
40,19,5.0,female,5500,4.9,PUMA,0.9,700,Yes,summer,plains,0.95
16,1,3.1,male,450,3.0,Wildcraft,-0.2,300,No,spring,plains,0.4
27,13,4.7,male,8000,4.8,Levis Strauss & Co.,0.8,900,No,summer,plains,0.9
41,20,5.0,female,6000,4.9,Lee,0.9,800,Yes,summer,plains,0.95
17,2,3.2,male,500,3.1,Wildcraft,-0.1,400,No,spring,plains,0.4
28,14,4.8,male,8500,4.7,Khadi Essentials,0.8,800,No,summer,mountains,0.9
42,21,5.0,female,5500,4.9,PUMA,0.9,700,Yes,summer,plains,0.95
18,3,3.3,male,550,3.2,Wildcraft,0,400,No,spring,plains,0.4
29,15,4.9,male,6500,4.8,Lee,0.9,800,No,winter,plains,0.95
43,22,5.0,female,6000,4.9,Lee,0.9,800,Yes,summer,plains,0.95
19,4,3.4,male,600,3.3,Wildcraft,0.1,400,No,spring,plains,0.4
30,16,4.9,male,7000,4.8,Lee,0.9,800,No,summer,plains,0.95
44,23,5.0,female,5500,4.9,PUMA,0.9,700,Yes,summer,plains,0.95
20,5,3.5,male,650,3.4,Wildcraft,0.2,400,No,spring,plains,0.4
31,17,5.0,male,7500,4.9,Lee,0.9,800,No,summer,plains,0.95
32,8,4.3,male,300,4.6,Head Hunters,0.78,430,No,summer,plains,0.85
17,5,3.8,female,2000,3.9,Manyavar Mohey,0.32,600,Yes,winter,mountains,0.45
6,2,4.5,female,500,4.2,Wildcraft,-0.1,700,No,monsoon,coastal,0.62
41,12,4.9,male,800,4.8,Pepperfry,0.92,900,No,winter,plains,0.91
23,6,4.1,female,3000,3.7,U.S. Polo Assn. Women,0.6,700,Yes,summer,mountains,0.55
8,3,4.0,female,200,4.0,Libram,-0.05,800,No,monsoon,plains,0.33
47,15,4.7,male,1000,4.9,Khadi Essentials,0.85,500,Yes,winter,coastal,0.72
12,4,3.5,female,1000,3.2,Johnson & Johnson,-0.8,400,No,spring,plains,0.15
38,11,4.6,male,4000,4.7,Dettol,0.75,1000,No,winter,mountains,0.82
5,1,2.9,female,100,3.5,Allen Solly Woman,-0.6,300,No,summer,coastal,0.07
29,9,4.4,male,700,4.5,Lee,0.5,600,No,winter,mountains,0.68
11,3,3.7,male,300,3.8,Lakme Ayurveda,0.1,200,Yes,spring,plains,0.42
44,18,4.8,male,6000,4.9,Lee Cooper,0.88,700,Yes,winter,coastal,0.89
9,2,3.0,female,1000,3.1,Baidyanath,-0.3,900,Yes,spring,plains,0.25
36,10,4.2,male,2000,4.3,PUMA,0.65,2000,Yes,summer,plains,0.78
20,7,4.0,female,7000,4.4,Pepe Jeans London,0.55,10000,No,winter,plains,0.95
3,0,2.5,male,100,2.0,Lijoba,-0.9,100,Yes,summer,mountains,0.01
27,8,4.7,female,900,4.6,Manyavar Mohey,0.72,900,No,winter,mountains,0.88
14,5,3.6,female,400,3.6,Flying Machine,0.2,700,No,summer,plains,0.48
49,19,4.9,male,5000,4.8,Patanjali Ayurved (Health Care),0.82,1000,Yes,winter,plains,0.85
21,6,4.3,male,600,4.0,Wildcraft,0.3,300,No,spring,plains,0.58
33,10,4.5,female,2500,4.7,Kama Ayurveda,0.68,3000,Yes,summer,plains,0.83
7,2,3.2,male,100,3.0,Streax,-0.5,100,Yes,summer,coastal,0.04
40,13,4.8,female,1500,4.7,SleepyCat,0.8,800,Yes,winter,coastal,0.74
16,4,3.9,male,800,3.5,The Moms Co.,0.15,800,Yes,spring,mountains,0.36
25,7,3.5,female,100,3.6,Lee Cooper,-0.4,600,No,summer,coastal,0.11
48,16,4.6,male,3000,4.7,PUMA,0.78,500,Yes,summer,plains,0.87
8,3,3.0,female,300,3.2,Manyavar Mohey,-0.2,500,No,spring,plains,0.22
36,12,4.9,male,7000,4.8,Flying Machine,0.86,800,Yes,winter,plains,0.93
19,5,3.3,female,200,3.4,Johnson & Johnson,-0.6,100,No,summer,mountains,0.12
29,9,4.7,female,900,4.5,Pepe Jeans London,0.62,700,Yes,winter,plains,0.75
12,4,2.8,female,1000,3.0,U.S. Polo Assn. Women,-0.3,200,Yes,monsoon,coastal,0.09
45,14,4.7,male,2500,4.9,Sugar Cosmetics,0.92,600,No,summer,plains,0.89
6,2,2.5,female,500,2.6,Dove Hair,-0.7,400,Yes,monsoon,mountains,0.05
31,11,4.4,male,600,4.3,Pepperfry,0.7,400,No,summer,coastal,0.77
14,3,3.2,female,150,3.0,Lijoba,-0.5,100,Yes,summer,plains,0.18
39,10,4.3,male,4000,4.5,Libram,0.58,2000,No,summer,mountains,0.65
22,8,4.1,male,800,4.2,Wildcraft,0.45,800,No,summer,mountains,0.59
4,1,2.0,female,1000,2.1,Streax,-0.8,200,Yes,winter,mountains,0.02
47,15,4.8,female,2000,4.7,Head Hunters,0.8,1000,Yes,winter,mountains,0.81
11,3,3.0,male,100,3.1,SleepyCat,-0.1,900,No,monsoon,plains,0.31
37,13,4.5,male,700,4.4,Kama Ayurveda,0.75,500,No,summer,plains,0.82
17,6,3.8,female,3000,3.7,Lee Cooper,0.35,10000,No,spring,mountains,0.47
42,17,4.9,male,100,4.8,Manyavar Mohey,0.9,300,No,summer,plains,0.92
9,2,2.8,male,400,3.0,Patanjali Ayurved (Health Care),-0.4,600,Yes,spring,plains,0.28
35,12,4.6,female,6000,4.8,Pepe Jeans London,0.82,900,Yes,summer,coastal,0.86
24,8,3.9,female,1500,3.5,Wildcraft,0.25,300,No,winter,coastal,0.52
3,0,1.5,male,1000,1.8,Sugar Cosmetics,-0.9,200,Yes,monsoon,coastal,0.03
46,18,4.7,female,700,4.9,Khadi Essentials,0.88,400,No,winter,plains,0.79
16,5,3.7,male,200,3.6,Flying Machine,0.15,800,No,summer,mountains,0.39
28,10,4.3,male,900,4.4,Patanjali Ayurved (Health Care),0.72,400,Yes,summer,mountains,0.77
13,4,2.7,female,2000,3.0,Manyavar Mohey,-0.3,600,No,spring,plains,0.23
47,14,4.8,male,700,4.9,Wildcraft,0.85,500,Yes,winter,plains,0.84
6,2,2.3,male,100,2.4,Head Hunters,-0.7,300,Yes,summer,coastal,0.08
30,11,4.5,female,600,4.6,Kama Ayurveda,0.7,300,No,winter,mountains,0.74
14,5,3.0,male,5000,3.5,AmazonBasics,0.1,10000,No,spring,mountains,0.37
41,13,4.7,female,300,4.6,Flying Machine,0.8,500,Yes,winter,coastal,0.83
9,3,2.5,male,700,2.6,Flying Machine,-0.5,400,Yes,monsoon,plains,0.16
34,12,4.6,male,2000,4.7,Pepe Jeans London,0.68,800,Yes,summer,plains,0.71
18,7,3.6,female,800,3.8,Manyavar Mohey,0.3,1000,Yes,winter,plains,0.56
50,20,5.0,male,100,5.0,Dettol,0.95,900,No,summer,plains,0.97
11,4,3.1,female,400,3.2,Khadi Essentials,-0.1,600,Yes,monsoon,mountains,0.35
38,14,4.9,female,7000,4.8,Pepperfry,0.9,900,Yes,summer,coastal,0.88
23,9,4.4,male,3000,4.5,Flying Machine,0.55,800,No,winter,mountains,0.69
8,2,2.2,female,1000,2.3,Manyavar Mohey,-0.6,400,No,summer,coastal,0.14
35,11,4.7,male,600,4.8,Johnson & Johnson,0.78,600,Yes,summer,plains,0.76
15,6,3.5,female,200,3.7,Pepe Jeans London,0.2,700,No,winter,mountains,0.42
42,15,4.8,female,500,4.9,Wildcraft,0.88,700,No,summer,mountains,0.86
7,1,2.0,male,200,2.1,Kama Ayurveda,-0.8,200,Yes,summer,plains,0.05
31,13,4.5,female,4000,4.6,Libram,0.75,800,Yes,summer,coastal,0.78
20,8,3.7,male,1500,3.8,SleepyCat,0.4,1000,Yes,spring,plains,0.63
49,19,4.9,male,800,4.7,Patanjali Ayurved (Health Care),0.9,500,No,winter,plains,0.8
10,3,2.9,female,100,3.0,Manyavar Mohey,-0.2,400,No,monsoon,mountains,0.21
36,12,4.6,female,1500,4.5,Sugar Cosmetics,0.8,600,No,winter,mountains,0.79
24,7,3.8,male,5000,4.0,Lee Cooper,0.5,700,Yes,summer,coastal,0.68
45,16,4.7,male,700,4.9,Flying Machine,0.86,300,Yes,summer,mountains,0.9
16,5,3.2,female,200,3.5,Lijoba,0.15,100,Yes,spring,plains,0.32
29,10,4.4,male,300,4.3,Manyavar Mohey,0.72,500,Yes,summer,plains,0.72
43,14,4.8,female,6000,4.9,Pepperfry,0.92,800,No,winter,coastal,0.85
21,9,4.1,female,800,4.3,Patanjali Ayurved (Health Care),0.45,1000,Yes,summer,mountains,0.72
5,1,1.8,male,200,2.0,Kama Ayurveda,-0.9,300,Yes,spring,coastal,0.01
37,13,4.7,female,900,4.6,Johnson & Johnson,0.75,600,No,summer,plains,0.77
22,8,3.9,male,4000,4.1,SleepyCat,0.6,900,Yes,winter,mountains,0.76
40,15,4.8,female,700,4.9,Flying Machine,0.9,500,No,summer,mountains,0.82
12,4,3.0,male,5000,3.2,Head Hunters,0.1,600,No,summer,plains,0.41


